zip code,city,state,surcharge, local hub,sub-region, distance to hub
8095,Winslow,NJ,0,Deliveright - NJ,South Jersey,95.26
8096,Woodbury,NJ,0,Deliveright - NJ,South Jersey,87.68
8097,Woodbury Heights,NJ,0,Deliveright - NJ,South Jersey,91.02
8098,Woodstown,NJ,0,Deliveright - NJ,South Jersey,104.98
8099,Bellmawr,NJ,0,Deliveright - NJ,South Jersey,83.76
8101,Camden,NJ,0,Deliveright - NJ,South Jersey,86.95
8102,Camden,NJ,0,Deliveright - NJ,South Jersey,84.01
8103,Camden,NJ,0,Deliveright - NJ,South Jersey,88.92
8104,Camden,NJ,0,Deliveright - NJ,South Jersey,87.58
8105,Camden,NJ,0,Deliveright - NJ,South Jersey,83.23
8106,Audubon,NJ,0,Deliveright - NJ,South Jersey,84.8
8107,Oaklyn,NJ,0,Deliveright - NJ,South Jersey,84.48
8108,Collingswood,NJ,0,Deliveright - NJ,South Jersey,81.75
8109,Merchantville,NJ,0,Deliveright - NJ,South Jersey,80.76
8110,Pennsauken,NJ,0,Deliveright - NJ,South Jersey,80.96
8201,Absecon,NJ,0,Deliveright - NJ,South Shore,110.23
8202,Avalon,NJ,0,Deliveright - NJ,South Shore,135.86
8203,Brigantine,NJ,0,Deliveright - NJ,South Shore,120.43
8204,Cape May,NJ,0,Deliveright - NJ,South Shore,146.53
8205,Absecon,NJ,0,Deliveright - NJ,South Shore,103.96
8210,Cape May Court House,NJ,0,Deliveright - NJ,South Shore,135.05
8212,Cape May Point,NJ,0,Deliveright - NJ,Jersey Shore,152.23
8213,Cologne,NJ,0,Deliveright - NJ,Jersey Shore,107.78
8214,Dennisville,NJ,0,Deliveright - NJ,Jersey Shore,133.01
8215,Egg Harbor City,NJ,0,Deliveright - NJ,South Shore,106.48
8217,Elwood,NJ,0,Deliveright - NJ,Jersey Shore,96.2
8218,Goshen,NJ,0,Deliveright - NJ,Jersey Shore,137.36
8219,Green Creek,NJ,0,Deliveright - NJ,Jersey Shore,145.63
8220,Leeds Point,NJ,0,Deliveright - NJ,Jersey Shore,103.53
8221,Linwood,NJ,0,Deliveright - NJ,South Shore,114.95
8223,Marmora,NJ,0,Deliveright - NJ,South Shore,121.9
8224,New Gretna,NJ,0,Deliveright - NJ,South Jersey,101.17
8225,Northfield,NJ,0,Deliveright - NJ,South Shore,113.14
8226,Ocean City,NJ,0,Deliveright - NJ,South Shore,123.44
8230,Ocean View,NJ,0,Deliveright - NJ,South Shore,127.48
8231,Oceanville,NJ,0,Deliveright - NJ,Jersey Shore,103.68
8232,Pleasantville,NJ,0,Deliveright - NJ,South Shore,112.25
8234,Egg Harbor Township,NJ,0,Deliveright - NJ,South Shore,121.76
8240,Pomona,NJ,0,Deliveright - NJ,Jersey Shore,105.67
8241,Port Republic,NJ,0,Deliveright - NJ,South Shore,102.52
8242,Rio Grande,NJ,0,Deliveright - NJ,South Shore,143.61
8243,Sea Isle City,NJ,0,Deliveright - NJ,South Shore,129.14
8244,Somers Point,NJ,0,Deliveright - NJ,South Shore,117.56
8245,South Dennis,NJ,0,Deliveright - NJ,Jersey Shore,135.62
8246,South Seaville,NJ,0,Deliveright - NJ,Jersey Shore,131.15
8247,Stone Harbor,NJ,0,Deliveright - NJ,South Shore,140.76
8248,Strathmere,NJ,0,Deliveright - NJ,Jersey Shore,127.75
8250,Tuckahoe,NJ,0,Deliveright - NJ,Jersey Shore,128.31
8251,Villas,NJ,0,Deliveright - NJ,South Shore,146.87
8252,Whitesboro,NJ,0,Deliveright - NJ,Jersey Shore,141.01
8260,Wildwood,NJ,0,Deliveright - NJ,South Shore,144.67
8270,Woodbine,NJ,0,Deliveright - NJ,South Shore,133.32
8302,Bridgeton,NJ,0,Deliveright - NJ,South Jersey,121.23
8310,Buena,NJ,0,Deliveright - NJ,South Jersey,101.93
8311,Cedarville,NJ,0,Deliveright - NJ,South Jersey,130.91
8312,Clayton,NJ,0,Deliveright - NJ,South Jersey,102.58
8313,Deerfield Street,NJ,0,Deliveright - NJ,South Jersey,113.46
8314,Delmont,NJ,0,Deliveright - NJ,South Jersey,134.03
8315,Dividing Creek,NJ,0,Deliveright - NJ,South Jersey,129.99
8316,Dorchester,NJ,0,Deliveright - NJ,South Jersey,130.19
8317,Dorothy,NJ,0,Deliveright - NJ,South Shore,110.57
8318,Elmer,NJ,0,Deliveright - NJ,South Jersey,106.3
8319,Estell Manor,NJ,0,Deliveright - NJ,South Shore,114.01
8320,Fairton,NJ,0,Deliveright - NJ,South Jersey,126.55
8321,Fortescue,NJ,0,Deliveright - NJ,South Jersey,136.44
8322,Franklinville,NJ,0,Deliveright - NJ,South Jersey,102.27
8323,Greenwich,NJ,0,Deliveright - NJ,South Jersey,125.16
8324,Heislerville,NJ,0,Deliveright - NJ,South Jersey,134.39
8326,Landisville,NJ,0,Deliveright - NJ,South Jersey,105.1
8327,Leesburg,NJ,0,Deliveright - NJ,South Shore,132.68
8328,Malaga,NJ,0,Deliveright - NJ,South Jersey,106.9
8329,Mauricetown,NJ,0,Deliveright - NJ,South Jersey,130.42
8330,Mays Landing,NJ,0,Deliveright - NJ,South Shore,102.32
8332,Millville,NJ,0,Deliveright - NJ,South Shore,123.44
8340,Milmay,NJ,0,Deliveright - NJ,South Shore,106.7
8341,Minotola,NJ,0,Deliveright - NJ,South Jersey,103.02
8342,Mizpah,NJ,0,Deliveright - NJ,Jersey Shore,104.2
8343,Monroeville,NJ,0,Deliveright - NJ,South Jersey,102.05
8344,Newfield,NJ,0,Deliveright - NJ,South Jersey,111.07
8345,Newport,NJ,0,Deliveright - NJ,South Jersey,131.46
8346,Newtonville,NJ,0,Deliveright - NJ,South Jersey,97.69
8347,Norma,NJ,0,Deliveright - NJ,South Jersey,112.36
8348,Port Elizabeth,NJ,0,Deliveright - NJ,South Jersey,128.18
8349,Port Norris,NJ,0,Deliveright - NJ,South Shore,135.25
8350,Richland,NJ,0,Deliveright - NJ,South Shore,104.73
8352,Rosenhayn,NJ,0,Deliveright - NJ,South Jersey,116.68
8353,Shiloh,NJ,0,Deliveright - NJ,South Jersey,118.51
8360,Vineland,NJ,0,Deliveright - NJ,South Jersey,115.31
8361,Vineland,NJ,0,Deliveright - NJ,South Jersey,124.86
8362,Vineland,NJ,0,Deliveright - NJ,South Jersey,105.77
8401,Atlantic City,NJ,0,Deliveright - NJ,South Shore,117.65
8402,Margate City,NJ,0,Deliveright - NJ,South Shore,116.47
8403,Longport,NJ,0,Deliveright - NJ,Jersey Shore,121.43
8404,Atlantic City,NJ,0,Deliveright - NJ,Jersey Shore,117.45
8405,Atlantic City,NJ,0,Deliveright - NJ,Jersey Shore,118.09
8406,Ventnor City,NJ,0,Deliveright - NJ,South Shore,118.22
8501,Allentown,NJ,0,Deliveright - NJ,Mid South Jersey,52.43
8502,Belle Mead,NJ,0,Deliveright - NJ,Central Jersey,42.68
8504,Blawenburg,NJ,0,Deliveright - NJ,Central Jersey,43.35
8505,Bordentown,NJ,0,Deliveright - NJ,Mid South Jersey,57.89
8510,Millstone Township,NJ,0,Deliveright - NJ,Central Jersey,50.15
8511,Cookstown,NJ,0,Deliveright - NJ,Mid South Jersey,62.01
8512,Cranbury,NJ,0,Deliveright - NJ,Central Jersey,37.85
8514,Cream Ridge,NJ,0,Deliveright - NJ,Mid South Jersey,57.57
8515,Chesterfield,NJ,0,Deliveright - NJ,South Jersey,59.18
8518,Florence,NJ,0,Deliveright - NJ,Mid South Jersey,62.75
8520,Hightstown,NJ,0,Deliveright - NJ,Central Jersey,43.79
8525,Hopewell,NJ,0,Deliveright - NJ,Central Jersey,48.97
8526,Imlaystown,NJ,0,Deliveright - NJ,Jersey Shore,53.87
8527,Jackson,NJ,0,Deliveright - NJ,Mid South Jersey,67.85
8528,Kingston,NJ,0,Deliveright - NJ,Central Jersey,39.77
8530,Lambertville,NJ,0,Deliveright - NJ,Central Jersey,63.44
8533,New Egypt,NJ,0,Deliveright - NJ,Mid South Jersey,64.1
8534,Pennington,NJ,0,Deliveright - NJ,Central Jersey,53
8535,Millstone Township,NJ,0,Deliveright - NJ,Central Jersey,46.82
8536,Plainsboro,NJ,0,Deliveright - NJ,Central Jersey,42
8540,Princeton,NJ,0,Deliveright - NJ,Central Jersey,41.62
8541,Princeton,NJ,0,Deliveright - NJ,South Jersey,43.59
8542,Princeton,NJ,0,Deliveright - NJ,Central Jersey,42.71
8543,Princeton,NJ,0,Deliveright - NJ,Central Jersey,43.6
8544,Princeton,NJ,0,Deliveright - NJ,Central Jersey,43.52
8550,Princeton Junction,NJ,0,Deliveright - NJ,Central Jersey,49.72
8551,Ringoes,NJ,0,Deliveright - NJ,Central Jersey,55.52
8553,Rocky Hill,NJ,0,Deliveright - NJ,Central Jersey,40.2
8554,Roebling,NJ,0,Deliveright - NJ,Mid South Jersey,59.66
8555,Roosevelt,NJ,0,Deliveright - NJ,Jersey Shore,45.53
8556,Rosemont,NJ,0,Deliveright - NJ,Central Jersey,61.95
8557,Sergeantsville,NJ,0,Deliveright - NJ,Central Jersey,59.18
8558,Skillman,NJ,0,Deliveright - NJ,Central Jersey,44.71
8559,Stockton,NJ,0,Deliveright - NJ,West Jersey,61.17
8560,Titusville,NJ,0,Deliveright - NJ,Central Jersey,56.92
8561,Windsor,NJ,0,Deliveright - NJ,Central Jersey,48.25
8562,Wrightstown,NJ,0,Deliveright - NJ,Mid South Jersey,60.48
8601,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8602,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8603,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8604,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8605,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8606,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8607,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8608,Trenton,NJ,0,Deliveright - NJ,Central Jersey,59.06
8609,Trenton,NJ,0,Deliveright - NJ,Central Jersey,58.99
8610,Trenton,NJ,0,Deliveright - NJ,Central Jersey,54.66
8611,Trenton,NJ,0,Deliveright - NJ,Central Jersey,58.08
8618,Trenton,NJ,0,Deliveright - NJ,Central Jersey,61.46
8619,Trenton,NJ,0,Deliveright - NJ,Central Jersey,59.34
8620,Trenton,NJ,0,Deliveright - NJ,Mid South Jersey,53.22
8625,Trenton,NJ,0,Deliveright - NJ,Central Jersey,59.1
8628,Trenton,NJ,0,Deliveright - NJ,Central Jersey,63.36
8629,Trenton,NJ,0,Deliveright - NJ,Central Jersey,55.51
8638,Trenton,NJ,0,Deliveright - NJ,Central Jersey,61.48
8640,Fort Dix,NJ,0,Deliveright - NJ,Mid South Jersey,64.97
8641,Trenton,NJ,0,Deliveright - NJ,Mid South Jersey,65.86
8645,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8646,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8647,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8648,Lawrence Township,NJ,0,Deliveright - NJ,Central Jersey,49.58
8650,Trenton,NJ,0,Deliveright - NJ,Central Jersey,51.3
8666,Trenton,NJ,0,Deliveright - NJ,Central Jersey,59.16
8690,Trenton,NJ,0,Deliveright - NJ,Central Jersey,53.4
8691,Trenton,NJ,0,Deliveright - NJ,Central Jersey,51.67
8695,Trenton,NJ,0,Deliveright - NJ,Central Jersey,56.71
8701,Lakewood,NJ,0,Deliveright - NJ,Jersey Shore,59.58
8720,Allenwood,NJ,0,Deliveright - NJ,Jersey Shore,50.72
8721,Bayville,NJ,0,Deliveright - NJ,South Shore,69.31
8722,Beachwood,NJ,0,Deliveright - NJ,South Shore,66.99
8723,Brick,NJ,0,Deliveright - NJ,Jersey Shore,59.31
8724,Brick,NJ,0,Deliveright - NJ,Jersey Shore,56.22
8730,Brielle,NJ,0,Deliveright - NJ,Jersey Shore,53.61
8731,Forked River,NJ,0,Deliveright - NJ,South Shore,75.9
8732,Island Heights,NJ,0,Deliveright - NJ,Jersey Shore,68.76
8733,Lakehurst,NJ,0,Deliveright - NJ,Mid South Jersey,66.65
8734,Lanoka Harbor,NJ,0,Deliveright - NJ,South Shore,75.63
8735,Lavallette,NJ,0,Deliveright - NJ,Jersey Shore,62.92
8736,Manasquan,NJ,0,Deliveright - NJ,Jersey Shore,52.55
8738,Mantoloking,NJ,0,Deliveright - NJ,Jersey Shore,60.16
8739,Normandy Beach,NJ,0,Deliveright - NJ,Jersey Shore,61.07
8740,Ocean Gate,NJ,0,Deliveright - NJ,Jersey Shore,70.39
8741,Pine Beach,NJ,0,Deliveright - NJ,South Shore,68.37
8742,Point Pleasant Beach,NJ,0,Deliveright - NJ,Jersey Shore,55.38
8750,Sea Girt,NJ,0,Deliveright - NJ,Jersey Shore,53.87
8751,Seaside Heights,NJ,0,Deliveright - NJ,South Shore,72.5
8752,Seaside Park,NJ,0,Deliveright - NJ,South Shore,72.92
8753,Toms River,NJ,0,Deliveright - NJ,Jersey Shore,67.89
8754,Toms River,NJ,0,Deliveright - NJ,Jersey Shore,65.04
8755,Toms River,NJ,0,Deliveright - NJ,Jersey Shore,61.17
8756,Toms River,NJ,0,Deliveright - NJ,Jersey Shore,65.04
8757,Toms River,NJ,0,Deliveright - NJ,South Shore,67.27
8758,Waretown,NJ,0,Deliveright - NJ,South Shore,78.9
8759,Manchester Township,NJ,0,Deliveright - NJ,Mid South Jersey,70.5
8801,Annandale,NJ,0,Deliveright - NJ,West Jersey,48.73
8802,Asbury,NJ,0,Deliveright - NJ,West Jersey,56.29
8803,Baptistown,NJ,0,Deliveright - NJ,Central Jersey,59.5
8804,Bloomsbury,NJ,0,Deliveright - NJ,West Jersey,59.87
8805,Bound Brook,NJ,0,Deliveright - NJ,Central Jersey,34.11
8807,Bridgewater,NJ,0,Deliveright - NJ,Central Jersey,39.23
8808,Broadway,NJ,0,Deliveright - NJ,Central Jersey,62.1
8809,Clinton,NJ,0,Deliveright - NJ,West Jersey,52.87
8810,Dayton,NJ,0,Deliveright - NJ,Central Jersey,37.61
8812,Dunellen,NJ,0,Deliveright - NJ,Mid North Jersey,29.28
8816,East Brunswick,NJ,0,Deliveright - NJ,Central Jersey,29.06
8817,Edison,NJ,0,Deliveright - NJ,Central Jersey,27.56
8818,Edison,NJ,0,Deliveright - NJ,Central Jersey,23.09
8820,Edison,NJ,0,Deliveright - NJ,Local New jersey,22.87
8821,Flagtown,NJ,0,Deliveright - NJ,Central Jersey,47.31
8822,Flemington,NJ,0,Deliveright - NJ,West Jersey,50.07
8823,Franklin Park,NJ,0,Deliveright - NJ,Central Jersey,35.5
8824,Kendall Park,NJ,0,Deliveright - NJ,Central Jersey,36.06
8825,Frenchtown,NJ,0,Deliveright - NJ,West Jersey,61.25
8826,Glen Gardner,NJ,0,Deliveright - NJ,West Jersey,55.21
8827,Hampton,NJ,0,Deliveright - NJ,West Jersey,53.7
8828,Helmetta,NJ,0,Deliveright - NJ,Central Jersey,32.99
8829,High Bridge,NJ,0,Deliveright - NJ,West Jersey,48.93
8830,Iselin,NJ,0,Deliveright - NJ,Local New jersey,21.36
8831,Monroe Township,NJ,0,Deliveright - NJ,Central Jersey,38.26
8832,Keasbey,NJ,0,Deliveright - NJ,Central Jersey,19.25
8833,Lebanon,NJ,0,Deliveright - NJ,West Jersey,45.87
8834,Little York,NJ,0,Deliveright - NJ,Central Jersey,58.52
8835,Manville,NJ,0,Deliveright - NJ,Central Jersey,36.54
8836,Martinsville,NJ,0,Deliveright - NJ,Central Jersey,33.87
8837,Edison,NJ,0,Deliveright - NJ,Central Jersey,21.13
8840,Metuchen,NJ,0,Deliveright - NJ,Central Jersey,23.47
8844,Hillsborough,NJ,0,Deliveright - NJ,Central Jersey,40.43
8846,Middlesex,NJ,0,Deliveright - NJ,Central Jersey,30.5
8848,Milford,NJ,0,Deliveright - NJ,West Jersey,60.04
8850,Milltown,NJ,0,Deliveright - NJ,Central Jersey,29.3
8852,Monmouth Junction,NJ,0,Deliveright - NJ,Central Jersey,35.98
8853,Neshanic Station,NJ,0,Deliveright - NJ,Central Jersey,47.41
8854,Piscataway,NJ,0,Deliveright - NJ,Central Jersey,27.5
8855,Piscataway,NJ,0,Deliveright - NJ,Central Jersey,29.81
8857,Old Bridge,NJ,0,Deliveright - NJ,Central Jersey,29.37
8858,Oldwick,NJ,0,Deliveright - NJ,Central Jersey,40.97
8859,Parlin,NJ,0,Deliveright - NJ,Central Jersey,23.33
8861,Perth Amboy,NJ,0,Deliveright - NJ,Central Jersey,17.52
8862,Perth Amboy,NJ,0,Deliveright - NJ,Central Jersey,17.53
8863,Fords,NJ,0,Deliveright - NJ,Central Jersey,18.74
8865,Phillipsburg,NJ,0,Deliveright - NJ,West Jersey,65.56
8867,Pittstown,NJ,0,Deliveright - NJ,West Jersey,54.05
8868,Quakertown,NJ,0,Deliveright - NJ,Central Jersey,54.26
8869,Raritan,NJ,0,Deliveright - NJ,Central Jersey,40.15
8870,Readington,NJ,0,Deliveright - NJ,Central Jersey,45.41
8871,Sayreville,NJ,0,Deliveright - NJ,Central Jersey,25.16
8872,Sayreville,NJ,0,Deliveright - NJ,Central Jersey,25.02
8873,Somerset,NJ,0,Deliveright - NJ,Central Jersey,32.94
8875,Somerset,NJ,0,Deliveright - NJ,Central Jersey,34.59
8876,Somerville,NJ,0,Deliveright - NJ,West Jersey,43.03
8879,South Amboy,NJ,0,Deliveright - NJ,Central Jersey,22.05
8880,South Bound Brook,NJ,0,Deliveright - NJ,Central Jersey,31.38
8882,South River,NJ,0,Deliveright - NJ,Central Jersey,29.17
8884,Spotswood,NJ,0,Deliveright - NJ,Central Jersey,31.04
8885,Stanton,NJ,0,Deliveright - NJ,Central Jersey,48.06
8886,Stewartsville,NJ,0,Deliveright - NJ,West Jersey,62.11
8887,Three Bridges,NJ,0,Deliveright - NJ,Central Jersey,48.09
8888,Whitehouse,NJ,0,Deliveright - NJ,Central Jersey,42.32
8889,Whitehouse Station,NJ,0,Deliveright - NJ,West Jersey,44.45
8890,Zarephath,NJ,0,Deliveright - NJ,Central Jersey,36.5
8899,Edison,NJ,0,Deliveright - NJ,Central Jersey,25.64
8901,New Brunswick,NJ,0,Deliveright - NJ,Central Jersey,27.89
8902,North Brunswick,NJ,0,Deliveright - NJ,Central Jersey,30.67
8903,New Brunswick,NJ,0,Deliveright - NJ,Central Jersey,24.97
8904,Highland Park,NJ,0,Deliveright - NJ,Central Jersey,28.1
8906,New Brunswick,NJ,0,Deliveright - NJ,Central Jersey,27.76
8933,New Brunswick,NJ,0,Deliveright - NJ,Central Jersey,27.86
8989,New Brunswick,NJ,0,Deliveright - NJ,Central Jersey,30.78
10001,New York,NY,0,Deliveright - NJ,Mid West Manhattan,18.48
10002,New York,NY,0,Deliveright - NJ,Downtown Manhattan,11.36
10003,New York,NY,0,Deliveright - NJ,Downtown Manhattan,11.87
10004,New York,NY,0,Deliveright - NJ,Downtown Manhattan,11.4
10005,New York,NY,0,Deliveright - NJ,Downtown Manhattan,11.46
10006,New York,NY,0,Deliveright - NJ,Downtown Manhattan,19.67
10007,New York,NY,0,Deliveright - NJ,Downtown Manhattan,10.62
10008,New York,NY,0,Deliveright - NJ,Manhattan East,11.18
10009,New York,NY,0,Deliveright - NJ,Downtown Manhattan,11.86
10010,New York,NY,0,Deliveright - NJ,Mid East manhattan,12.13
10011,New York,NY,0,Deliveright - NJ,Downtown Manhattan,12.22
10012,New York,NY,0,Deliveright - NJ,Downtown Manhattan,10.61
10013,New York,NY,0,Deliveright - NJ,Downtown Manhattan,9.93
10014,New York,NY,0,Deliveright - NJ,Downtown Manhattan,10.91
10016,New York,NY,0,Deliveright - NJ,Mid East manhattan,19.33
10017,New York,NY,0,Deliveright - NJ,Mid East manhattan,17.02
10018,New York,NY,0,Deliveright - NJ,Mid West Manhattan,18.4
10019,New York,NY,0,Deliveright - NJ,Mid West Manhattan,19.13
10020,New York,NY,0,Deliveright - NJ,Mid West Manhattan,19.33
10021,New York,NY,0,Deliveright - NJ,Manhattan East,18.43
10022,New York,NY,0,Deliveright - NJ,Mid East manhattan,18.04
10023,New York,NY,0,Deliveright - NJ,Manhattan West,20.11
10024,New York,NY,0,Deliveright - NJ,Manhattan West,20.56
10025,New York,NY,0,Deliveright - NJ,Manhattan West,22.19
10026,New York,NY,0,Deliveright - NJ,Manhattan West,29.44
10027,New York,NY,0,Deliveright - NJ,UpTown Manhattan,28.28
10028,New York,NY,0,Deliveright - NJ,Manhattan East,19.94
10029,New York,NY,0,Deliveright - NJ,Manhattan East,19.96
10030,New York,NY,0,Deliveright - NJ,UpTown Manhattan,28.02
10031,New York,NY,0,Deliveright - NJ,UpTown Manhattan,26.88
10032,New York,NY,0,Deliveright - NJ,UpTown Manhattan,25.82
10033,New York,NY,0,Deliveright - NJ,UpTown Manhattan,28.42
10034,New York,NY,0,Deliveright - NJ,UpTown Manhattan,28.13
10035,New York,NY,0,Deliveright - NJ,UpTown Manhattan,30.45
10036,New York,NY,0,Deliveright - NJ,Mid West Manhattan,18.53
10037,New York,NY,0,Deliveright - NJ,UpTown Manhattan,28.4
10038,New York,NY,0,Deliveright - NJ,Downtown Manhattan,11.25
10039,New York,NY,0,Deliveright - NJ,UpTown Manhattan,26.98
10040,New York,NY,0,Deliveright - NJ,UpTown Manhattan,27.56
10041,New York,NY,0,Deliveright - NJ,Manhattan East,12.23
10043,New York,NY,0,Deliveright - NJ,Manhattan East,11.33
10044,New York,NY,0,Deliveright - NJ,Brooklyn,20.49
10045,New York,NY,0,Deliveright - NJ,Manhattan East,11.17
10055,New York,NY,0,Deliveright - NJ,Manhattan East,19.66
10060,New York,NY,0,Deliveright - NJ,Manhattan East,12.21
10065,New York,NY,0,Deliveright - NJ,Manhattan East,17.95
10069,New York,NY,0,Deliveright - NJ,Manhattan West,21.64
10075,New York,NY,0,Deliveright - NJ,Manhattan East,18.63
10080,New York,NY,0,Deliveright - NJ,Manhattan East,10.59
10081,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10087,New York,NY,0,Deliveright - NJ,Manhattan East,12.21
10090,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10095,New York,NY,0,Deliveright - NJ,Manhattan East,12.21
10101,New York,NY,0,Deliveright - NJ,Manhattan East,19.15
10102,New York,NY,0,Deliveright - NJ,Manhattan East,19.15
10103,New York,NY,0,Deliveright - NJ,Manhattan West,19.53
10104,New York,NY,0,Deliveright - NJ,Manhattan East,19.67
10105,New York,NY,0,Deliveright - NJ,Manhattan West,19.58
10106,New York,NY,0,Deliveright - NJ,Manhattan West,19.52
10107,New York,NY,0,Deliveright - NJ,Manhattan West,19.43
10108,New York,NY,0,Deliveright - NJ,Manhattan East,19.23
10109,New York,NY,0,Deliveright - NJ,Manhattan East,18.76
10110,New York,NY,0,Deliveright - NJ,Manhattan West,19.03
10111,New York,NY,0,Deliveright - NJ,Manhattan West,19.39
10112,New York,NY,0,Deliveright - NJ,Manhattan West,19.61
10113,New York,NY,0,Deliveright - NJ,Manhattan East,11.5
10114,New York,NY,0,Deliveright - NJ,Manhattan East,11.39
10115,New York,NY,0,Deliveright - NJ,Manhattan West,28.3
10116,New York,NY,0,Deliveright - NJ,Manhattan East,12.02
10117,New York,NY,0,Deliveright - NJ,Manhattan East,12.02
10118,New York,NY,0,Deliveright - NJ,Manhattan West,12.32
10119,New York,NY,0,Deliveright - NJ,Manhattan West,12.26
10120,New York,NY,0,Deliveright - NJ,Manhattan East,12.18
10121,New York,NY,0,Deliveright - NJ,Manhattan East,18.82
10122,New York,NY,0,Deliveright - NJ,Manhattan West,18.65
10123,New York,NY,0,Deliveright - NJ,Manhattan West,18.61
10124,New York,NY,0,Deliveright - NJ,Manhattan East,19.23
10125,New York,NY,0,Deliveright - NJ,Manhattan East,21.99
10126,New York,NY,0,Deliveright - NJ,Manhattan West,20.29
10128,New York,NY,0,Deliveright - NJ,Manhattan East,19.86
10129,New York,NY,0,Deliveright - NJ,Manhattan East,19.23
10130,New York,NY,0,Deliveright - NJ,Manhattan East,19.63
10131,New York,NY,0,Deliveright - NJ,Manhattan East,18.15
10132,New York,NY,0,Deliveright - NJ,Manhattan East,20.87
10133,New York,NY,0,Deliveright - NJ,Manhattan East,19.83
10138,New York,NY,0,Deliveright - NJ,Manhattan East,12.21
10150,New York,NY,0,Deliveright - NJ,Manhattan East,20.03
10151,New York,NY,0,Deliveright - NJ,Manhattan East,20.07
10152,New York,NY,0,Deliveright - NJ,Manhattan East,20.01
10153,New York,NY,0,Deliveright - NJ,Manhattan East,20.09
10154,New York,NY,0,Deliveright - NJ,Manhattan East,20.17
10155,New York,NY,0,Deliveright - NJ,Manhattan East,20.31
10156,New York,NY,0,Deliveright - NJ,Manhattan East,12.06
10157,New York,NY,0,Deliveright - NJ,Manhattan East,12.21
10158,New York,NY,0,Deliveright - NJ,Manhattan East,12.81
10159,New York,NY,0,Deliveright - NJ,Manhattan East,12.11
10160,New York,NY,0,Deliveright - NJ,Manhattan East,12.26
10161,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10162,New York,NY,0,Deliveright - NJ,Manhattan East,18.14
10163,New York,NY,0,Deliveright - NJ,Manhattan East,19.6
10164,New York,NY,0,Deliveright - NJ,Manhattan East,19.6
10165,New York,NY,0,Deliveright - NJ,Manhattan East,19.18
10166,New York,NY,0,Deliveright - NJ,Manhattan East,19.68
10167,New York,NY,0,Deliveright - NJ,Manhattan East,19.98
10168,New York,NY,0,Deliveright - NJ,Manhattan East,19.22
10169,New York,NY,0,Deliveright - NJ,Manhattan East,19.43
10170,New York,NY,0,Deliveright - NJ,Manhattan East,19.54
10171,New York,NY,0,Deliveright - NJ,Manhattan East,19.83
10172,New York,NY,0,Deliveright - NJ,Manhattan East,19.75
10173,New York,NY,0,Deliveright - NJ,Manhattan East,19.24
10174,New York,NY,0,Deliveright - NJ,Manhattan East,19.51
10175,New York,NY,0,Deliveright - NJ,Manhattan East,19.16
10176,New York,NY,0,Deliveright - NJ,Manhattan East,19.28
10177,New York,NY,0,Deliveright - NJ,Manhattan East,19.77
10178,New York,NY,0,Deliveright - NJ,Manhattan East,19.13
10179,New York,NY,0,Deliveright - NJ,Manhattan East,19.35
10185,New York,NY,0,Deliveright - NJ,Manhattan East,19.23
10199,New York,NY,0,Deliveright - NJ,Manhattan West,18.45
10203,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10211,New York,NY,0,Deliveright - NJ,Manhattan East,11.3
10212,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10213,New York,NY,0,Deliveright - NJ,Manhattan East,9.93
10242,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10249,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10256,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10257,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10258,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10259,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10260,New York,NY,0,Deliveright - NJ,Manhattan East,11.34
10261,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10265,New York,NY,0,Deliveright - NJ,Manhattan East,11.38
10268,New York,NY,0,Deliveright - NJ,Manhattan East,11.33
10269,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10270,New York,NY,0,Deliveright - NJ,Manhattan East,12.02
10271,New York,NY,0,Deliveright - NJ,Manhattan East,10.9
10272,New York,NY,0,Deliveright - NJ,Manhattan East,11.16
10273,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10274,New York,NY,0,Deliveright - NJ,Manhattan East,11.25
10275,New York,NY,0,Deliveright - NJ,Manhattan East,10.78
10276,New York,NY,0,Deliveright - NJ,Manhattan East,11.26
